Model;Brand;year;quarter;month;month_id;Audio_jack;battery_removable;battery_amps;battery_type;Bluetooth;Display_type;aspect_ratio;screen_body_ratio;GPS;Radio;ram_MB;im_MB;primary_camera_MP;primary_camera_autofocus;primary_camera_LED_flash;primary_camera_VGA;sensor_accelerometer;sensor_fingerprint;sensor_fingerprint_mounted;sensor_heart_rate;sensor_iris_scanner;sensor_proximity;sensor_temperature
_W5510;Philips;2013;3;September;9;Y;Y;1630;Li-Ion;Y;TFT capacitive touchscreen;1.5;49;Y;N;null;null;5.0;N;N;N;Y;N;null;N;N;Y;N
_W7555;Philips;2013;4;December;12;Y;Y;2400;Li-Ion;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;59;Y;Y;1000.0;4000.0;8.0;Y;Y;N;Y;N;null;N;N;Y;N
_W9588;Philips;2013;4;December;12;Y;Y;2400;Li-Ion;Y;IPS LCD capacitive touchscreen  256K colors;1.6666666667;48;Y;Y;1000.0;4000.0;8.0;Y;Y;N;Y;N;null;N;N;Y;N
_W3500;Philips;2013;4;December;12;Y;Y;2200;Li-Ion;Y;TFT capacitive touchscreen  16M colors;1.7791666667;65;Y;N;1000.0;null;5.0;N;Y;N;Y;N;null;N;N;N;N
_W8555;Philips;2013;4;November;11;Y;Y;3300;Li-Po;Y;TFT capacitive touchscreen  16M colors;1.7777777778;null;Y;N;2000.0;16000.0;3.0;Y;Y;N;Y;N;null;N;N;Y;N
_X2560;Philips;2013;4;October;10;N;Y;1630;Li-Ion;Y;TFT  256K colors;1.3333333333;22;N;Y;null;null;null;N;N;Y;N;N;null;N;N;N;N
_X2301;Philips;2013;4;October;10;Y;Y;1530;Li-Ion;Y;TFT  256K colors;1.3333333333;23;N;Y;null;null;null;N;N;Y;N;N;null;N;N;N;N
_W3568;Philips;2013;4;October;10;Y;Y;2000;Li-Ion;Y;TFT capacitive touchscreen  256K colors;1.6666666667;52;Y;N;512.0;4000.0;3.15;N;Y;N;Y;N;null;N;N;Y;N
_W8568;Philips;2013;4;October;10;Y;Y;2100;Li-Ion;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;56;Y;N;1000.0;4000.0;8.0;Y;Y;N;Y;N;null;N;N;Y;N
_D833;Philips;2013;4;October;10;Y;Y;2400;Li-Ion;Y;IPS LCD capacitive touchscreen  16M colors;1.6666666667;61;Y;N;null;4000.0;5.0;Y;Y;N;Y;N;null;N;N;Y;N
_W6500;Philips;2013;4;October;10;Y;Y;2400;Li-Ion;Y;TFT capacitive touchscreen  16M colors;1.7777777778;60;Y;N;null;4000.0;5.0;Y;Y;N;Y;N;null;N;N;Y;N
_W8510;Philips;2013;4;October;10;Y;Y;3300;Li-Ion;Y;TFT capacitive touchscreen  16M colors;1.7777777778;63;Y;N;null;4000.0;8.0;Y;Y;N;Y;N;null;N;N;Y;N
_W8500;Philips;2013;4;October;10;Y;Y;2400;Li-Ion;Y;TFT capacitive touchscreen  16M colors;1.7777777778;54;Y;N;null;4000.0;8.0;Y;Y;N;Y;N;null;N;N;Y;N
_W7376;Philips;2013;4;October;10;Y;Y;2400;Li-Ion;Y;TFT capacitive touchscreen  16M colors;1.7777777778;59;Y;N;null;4000.0;5.0;Y;Y;N;Y;N;null;N;N;N;N
_X2300;Philips;2013;4;October;10;Y;Y;2000;Li-Ion;Y;TFT  256K colors;1.3333333333;29;N;Y;null;null;2.0;N;Y;N;N;N;null;N;N;N;N
_T3566;Philips;2013;4;October;10;Y;Y;2000;Li-Ion;Y;TFT capacitive touchscreen  16M colors;1.6666666667;52;N;N;256.0;null;2.0;N;N;N;Y;N;null;N;N;N;N
_E1500;Philips;2013;4;October;10;Y;Y;800;Li-Ion;Y;TFT;1.25;20;N;Y;null;null;null;N;N;N;N;N;null;N;N;N;N
_X1510;Philips;2013;4;October;10;N;Y;1050;Li-Ion;Y;TFT;1.25;25;N;Y;null;null;null;N;N;N;N;N;null;N;N;N;N
_X1560;Philips;2013;4;October;10;Y;Y;2900;Li-Ion;Y;TFT  256K colors;1.3333333333;29;N;Y;null;null;null;N;N;N;N;N;null;N;N;N;N
_W8578;Philips;2014;2;April;4;Y;Y;2000;Li-Ion;Y;TFT capacitive touchscreen  256K colors;1.6666666667;50;N;Y;256.0;512.0;5.0;N;Y;N;Y;N;null;N;N;N;N
_W6610;Philips;2014;2;May;5;Y;Y;5300;Li-Ion;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;64;Y;Y;1000.0;4000.0;8.0;Y;Y;N;Y;N;null;N;N;Y;N
_S308;Philips;2014;2;May;5;Y;Y;1400;Li-Ion;Y;TFT capacitive touchscreen  16M colors;1.6666666667;56;Y;N;512.0;4000.0;5.0;N;Y;N;Y;N;null;N;N;N;N
_S388;Philips;2014;3;null;null;Y;Y;1700;Li-Ion;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;63;Y;Y;null;null;5.0;Y;Y;N;Y;N;null;N;N;N;N
_S396;Philips;2015;2;June;6;Y;Y;2300;Li-Ion;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;66;Y;Y;1000.0;8000.0;8.0;Y;Y;N;Y;N;null;N;N;Y;N
_S309;Philips;2015;3;July;7;Y;Y;1600;Li-Ion;Y;Capacitive touchscreen  16M colors;1.6666666667;55;Y;Y;1000.0;8000.0;5.0;Y;Y;N;Y;N;null;N;N;Y;N
_S337;Philips;2015;4;October;10;Y;Y;2000;Li-Ion;Y;Capacitive touchscreen  16M colors;1.7791666667;65;Y;Y;1000.0;8000.0;5.0;Y;Y;N;Y;N;null;N;N;Y;N
_Blast;Plum;2011;1;January;1;N;Y;800;Li-Ion;Y;TFT;1.25;19;N;Y;32.0;64.0;1.3;N;Y;N;N;N;null;N;N;N;N
_Spare;Plum;2011;2;April;4;N;Y;700;Li-Ion;Y;TFT;1.3333333333;21;N;Y;32.0;64.0;null;N;N;Y;N;N;null;N;N;N;N
_Boom;Plum;2011;2;April;4;N;Y;800;Li-Ion;Y;TFT  65K colors;1.25;23;N;Y;32.0;64.0;1.3;N;N;N;N;N;null;N;N;N;N
_Inspire;Plum;2011;2;June;6;N;Y;700;Li-Ion;Y;TFT;1.3333333333;31;N;Y;32.0;null;null;N;Y;Y;N;N;null;N;N;N;N
_Trion;Plum;2011;2;June;6;N;Y;700;Li-Ion;N;TFT  65K colors;1.25;20;N;Y;16.0;32.0;null;N;N;N;N;N;null;N;N;N;N
_Snap;Plum;2011;2;May;5;N;Y;650;Li-Ion;Y;TFT  65K colors;1.25;20;N;Y;64.0;null;null;N;N;Y;N;N;null;N;N;N;N
_Stubby;Plum;2011;2;May;5;N;Y;800;Li-Ion;Y;TFT  65K colors;1.25;21;N;Y;32.0;64.0;1.3;N;N;N;N;N;null;N;N;N;N
_Strike;Plum;2011;2;May;5;Y;Y;800;Li-Ion;Y;TFT;1.2222222222;21;N;Y;32.0;64.0;1.3;N;N;N;N;N;null;N;N;N;N
_Tingle;Plum;2011;3;August;8;N;Y;1100;Li-Ion;Y;TFT  256K colors;1.6666666667;33;N;Y;64.0;128.0;1.3;N;Y;N;N;N;null;N;N;N;N
_Kazzom;Plum;2011;3;August;8;N;Y;600;Li-Ion;N;TFT  65K colors;1.25;22;N;Y;32.0;128.0;null;N;N;N;N;N;null;N;N;N;N
_Genius;Plum;2011;3;July;7;N;Y;1200;Li-Ion;Y;TFT  65K colors;1.25;19;N;Y;32.0;64.0;1.3;N;Y;N;N;N;null;N;N;N;N
_Galactic;Plum;2011;3;September;9;Y;Y;900;Li-Ion;Y;TFT;1.3333333333;29;N;Y;256.0;1000.0;null;N;Y;Y;N;N;null;N;N;N;N
_Tracer II;Plum;2011;3;September;9;N;Y;900;Li-Ion;Y;TFT resistive touchscreen;1.3333333333;35;N;Y;256.0;512.0;1.3;N;Y;N;N;N;null;N;N;N;N
_Whiz;Plum;2011;3;September;9;N;Y;1000;Li-Ion;Y;TFT;1.3333333333;19;N;Y;32.0;64.0;1.3;N;Y;N;N;N;null;N;N;N;N
_Velocity;Plum;2011;3;September;9;N;Y;800;Li-Ion;Y;TFT resistive touchscreen;1.3333333333;29;Y;Y;256.0;512.0;2.0;N;Y;N;N;N;null;N;N;N;N
_Trip;Plum;2011;3;September;9;N;Y;700;Li-Ion;Y;TFT;1.3333333333;21;N;Y;32.0;32.0;1.3;N;N;N;N;N;null;N;N;N;N
_Caliber;Plum;2011;3;September;9;Y;Y;1050;Li-Ion;Y;TFT;1.3333333333;28;N;Y;256.0;512.0;2.0;N;Y;N;N;N;null;N;N;N;N
_Profile;Plum;2011;4;November;11;N;Y;800;Li-Ion;Y;TFT;1.3333333333;22;N;Y;32.0;32.0;1.3;N;N;N;N;N;null;N;N;N;N
_Stubby II;Plum;2011;4;October;10;N;Y;800;Li-Ion;Y;TFT;1.2222222222;22;N;Y;32.0;32.0;1.3;N;N;N;N;N;null;N;N;N;N
_Buzz;Plum;2012;1;February;2;N;Y;700;Li-Ion;Y;TFT;1.3333333333;19;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_Switch;Plum;2012;1;February;2;N;Y;430;Li-Ion;Y;TFT;1.5;23;N;Y;512.0;1000.0;null;N;N;N;N;N;null;N;N;N;N
_Wicked;Plum;2012;1;February;2;Y;Y;1000;Li-Ion;Y;TFT resistive touchscreen;1.3333333333;38;Y;Y;256.0;512.0;2.0;N;N;N;Y;N;null;N;N;N;N
_Debut;Plum;2012;2;May;5;Y;N;4250;Li-Ion;Y;TFT capacitive touchscreen;1.7066666667;57;Y;Y;512.0;4000.0;5.0;N;N;N;Y;N;null;N;N;N;N
_Capacity;Plum;2012;2;May;5;Y;Y;1200;Li-Ion;Y;TFT capacitive touchscreen;1.5;49;Y;Y;256.0;512.0;3.15;N;Y;N;Y;N;null;N;N;Y;N
_Flix;Plum;2012;2;May;5;N;Y;1200;Li-Ion;Y;TFT capacitive touchscreen;1.5;49;Y;Y;512.0;256.0;3.15;N;N;N;Y;N;null;N;N;Y;N
_Axe;Plum;2012;2;May;5;Y;Y;1400;Li-Ion;Y;TFT capacitive touchscreen  256K colors;1.6666666667;58;Y;Y;512.0;4000.0;5.0;Y;Y;N;Y;N;null;N;N;Y;N
_Might;Plum;2012;2;May;5;Y;Y;2500;Li-Ion;Y;TFT capacitive touchscreen  256K colors;1.6666666667;66;Y;Y;512.0;1000.0;5.0;Y;Y;N;Y;N;null;N;N;Y;N
_Orbit;Plum;2012;2;May;5;Y;Y;1100;Li-Ion;Y;TFT resistive touchscreen;1.6666666667;48;Y;Y;null;null;2.0;N;Y;N;Y;N;null;N;N;N;N
_Link;Plum;2012;3;August;8;Y;N;2800;Li-Ion;N;TFT capacitive touchscreen  256K colors;1.6666666667;60;N;N;512.0;4000.0;1.3;N;N;N;Y;N;null;N;N;N;N
_Geo;Plum;2012;3;August;8;Y;Y;1050;Li-Ion;Y;TFT resistive touchscreen;1.3333333333;33;N;Y;32.0;64.0;1.3;N;N;N;N;N;null;N;N;N;N
_Tweek;Plum;2012;3;August;8;N;Y;800;Li-Ion;Y;TFT;1.3333333333;21;N;Y;16.0;32.0;1.3;N;N;N;N;N;null;N;N;N;N
_Bubby;Plum;2012;3;August;8;N;Y;700;Li-Ion;N;TFT;1.3333333333;21;N;Y;16.0;32.0;null;N;N;N;N;N;null;N;N;N;N
_Signal;Plum;2012;3;September;9;N;Y;800;Li-Ion;Y;TFT;1.3333333333;24;N;Y;32.0;32.0;1.3;N;N;N;N;N;null;N;N;N;N
_Flipper;Plum;2012;3;September;9;N;Y;800;Li-Ion;Y;TFT  65K colors;1.25;30;N;Y;32.0;32.0;1.3;N;N;N;N;N;null;N;N;N;N
_Hammer;Plum;2012;4;November;11;N;Y;1500;Li-Ion;Y;TFT  65K colors;1.3333333333;20;N;Y;32.0;64.0;1.3;N;Y;N;N;N;null;N;N;N;N
_Link II;Plum;2013;null;null;null;Y;N;3000;Li-Ion;N;TFT capacitive touchscreen;1.7066666667;65;N;N;1000.0;8000.0;2.0;Y;N;N;Y;N;null;N;N;N;N
_Trigger Z104;Plum;2013;null;null;null;Y;Y;1350;Li-Ion;Y;Capacitive touchscreen;1.5;50;N;Y;256.0;512.0;5.0;N;N;N;Y;N;null;N;N;Y;N
_Caliber II;Plum;2013;1;February;2;Y;Y;1500;Li-Ion;Y;TFT  256K colors;1.3333333333;29;Y;Y;512.0;1000.0;3.15;N;Y;N;N;N;null;N;N;N;N
_Panther;Plum;2013;1;February;2;N;Y;750;Li-Ion;Y;TFT;1.5;19;N;Y;32.0;64.0;1.3;N;N;N;N;N;null;N;N;N;N
_Z710;Plum;2013;1;February;2;Y;N;3000;Li-Ion;Y;TFT capacitive touchscreen  256K colors;1.7066666667;null;Y;Y;1000.0;16000.0;3.15;N;N;N;Y;N;null;N;N;Y;N
_Glow;Plum;2013;1;February;2;Y;Y;1500;Li-Ion;Y;TFT capacitive touchscreen  256K colors;1.5;53;Y;Y;256.0;512.0;5.0;Y;Y;N;Y;N;null;N;N;Y;N
_Trigger;Plum;2013;1;February;2;Y;Y;1350;Li-Ion;Y;TFT capacitive touchscreen  256K colors;1.5;50;Y;Y;256.0;512.0;2.0;Y;Y;N;Y;N;null;N;N;Y;N
_Ten 3G;Plum;2013;2;May;5;Y;N;6000;Li-Po;Y;IPS LCD capacitive touchscreen;1.6;68;Y;Y;1000.0;16000.0;2.0;Y;Y;N;Y;N;null;N;N;Y;N
_Dazzle;Plum;2013;2;May;5;Y;Y;800;Li-Ion;Y;TFT;1.3333333333;30;N;Y;64.0;64.0;1.3;N;N;N;N;N;null;N;N;N;N
_Volt 3G;Plum;2013;2;May;5;Y;Y;2000;Li-Ion;Y;IPS LCD capacitive touchscreen;1.7777777778;70;Y;Y;1000.0;4000.0;8.0;Y;Y;N;Y;N;null;N;N;Y;N
_Mouse;Plum;2013;2;May;5;N;Y;950;Li-Ion;Y;TFT resistive touchscreen;1.6666666667;32;N;Y;64.0;128.0;1.3;N;N;N;N;N;null;N;N;N;N
_Ram;Plum;2013;2;May;5;Y;Y;1700;Li-Ion;Y;TFT  256K colors;1.25;20;N;Y;32.0;64.0;1.3;N;N;N;N;N;null;N;N;N;N
_Bar 3G;Plum;2013;3;September;9;Y;Y;800;Li-Ion;Y;TFT capacitive touchscreen  256K colors;1.25;19;N;Y;64.0;128.0;1.3;N;N;N;N;N;null;N;N;N;N
